Emocion,Termino_emocional,Lista_sinonimos,Negacion_Considerar,Respuesta,Notas_Culturales,Intensidad,
alegría,majestuoso,,sí,,NRC EmoLex,media,
alegría,matrimonio,,sí,,NRC EmoLex,media,
alegría,casar,,sí,,NRC EmoLex,media,
alegría,casamentero,,sí,,NRC EmoLex,media,
alegría,materno,,sí,,NRC EmoLex,media,
alegría,matrimonio,,sí,,NRC EmoLex,media,
alegría,medalla,,sí,,NRC EmoLex,media,
alegría,mediar,,sí,,NRC EmoLex,media,
alegría,mediador,,sí,,NRC EmoLex,media,
alegría,médico,,sí,,NRC EmoLex,media,
alegría,meditar,,sí,,NRC EmoLex,media,
alegría,unir,,sí,,NRC EmoLex,media,
alegría,Partera,,sí,,NRC EmoLex,media,
alegría,molino,,sí,,NRC EmoLex,media,
alegría,milagro,,sí,,NRC EmoLex,media,
alegría,móvil,,sí,,NRC EmoLex,media,
alegría,impulso,,sí,,NRC EmoLex,media,
alegría,monetario,,sí,,NRC EmoLex,media,
alegría,dinero,,sí,,NRC EmoLex,media,
alegría,moralidad,,sí,,NRC EmoLex,media,
alegría,alborada,,sí,,NRC EmoLex,media,
alegría,día siguiente,,sí,,NRC EmoLex,media,
alegría,mortificación,,sí,,NRC EmoLex,media,
alegría,madre,,sí,,NRC EmoLex,media,
alegría,movimiento,,sí,,NRC EmoLex,media,
alegría,montaña,,sí,,NRC EmoLex,media,
alegría,musical,,sí,,NRC EmoLex,media,
alegría,mudable,,sí,,NRC EmoLex,media,
alegría,misterioso,,sí,,NRC EmoLex,media,
alegría,misterio,,sí,,NRC EmoLex,media,
alegría,naciente,,sí,,NRC EmoLex,media,
alegría,navegable,,sí,,NRC EmoLex,media,
alegría,navegador,,sí,,NRC EmoLex,media,
alegría,Vecino,,sí,,NRC EmoLex,media,
alegría,vecindario,,sí,,NRC EmoLex,media,
alegría,nervioso,,sí,,NRC EmoLex,media,
alegría,la red,,sí,,NRC EmoLex,media,
alegría,neutral,,sí,,NRC EmoLex,media,
alegría,nobleza,,sí,,NRC EmoLex,media,
alegría,incumplimiento,,sí,,NRC EmoLex,media,
alegría,notificación,,sí,,NRC EmoLex,media,
alegría,nutrir,,sí,,NRC EmoLex,media,
alegría,oasis,,sí,,NRC EmoLex,media,
alegría,objetivo,,sí,,NRC EmoLex,media,
alegría,servicial,,sí,,NRC EmoLex,media,
alegría,compensar,,sí,,NRC EmoLex,media,
alegría,olfativo,,sí,,NRC EmoLex,media,
alegría,presagio,,sí,,NRC EmoLex,media,
alegría,ominoso,,sí,,NRC EmoLex,media,
alegría,en curso,,sí,,NRC EmoLex,media,
alegría,comienzo,,sí,,NRC EmoLex,media,
alegría,ópera,,sí,,NRC EmoLex,media,
alegría,adversario,,sí,,NRC EmoLex,media,
alegría,oportunidad,,sí,,NRC EmoLex,media,
alegría,optimismo,,sí,,NRC EmoLex,media,
alegría,oráculo,,sí,,NRC EmoLex,media,
alegría,ordenación,,sí,,NRC EmoLex,media,
alegría,Organo,,sí,,NRC EmoLex,media,
alegría,organización,,sí,,NRC EmoLex,media,
alegría,orgasmo,,sí,,NRC EmoLex,media,
alegría,exceder,,sí,,NRC EmoLex,media,
alegría,atrasado,,sí,,NRC EmoLex,media,
alegría,derrocamiento,,sí,,NRC EmoLex,media,
alegría,obertura,,sí,,NRC EmoLex,media,
alegría,debido,,sí,,NRC EmoLex,media,
alegría,paleta,,sí,,NRC EmoLex,media,
alegría,desfile,,sí,,NRC EmoLex,media,
alegría,dechado,,sí,,NRC EmoLex,media,
alegría,parálisis,,sí,,NRC EmoLex,media,
alegría,cortar,,sí,,NRC EmoLex,media,
alegría,libertad condicional,,sí,,NRC EmoLex,media,
alegría,pasajero,,sí,,NRC EmoLex,media,
alegría,pasión,,sí,,NRC EmoLex,media,
alegría,apasionado,,sí,,NRC EmoLex,media,
alegría,paciencia,,sí,,NRC EmoLex,media,
alegría,paciente,,sí,,NRC EmoLex,media,
alegría,pagar,,sí,,NRC EmoLex,media,
alegría,paz,,sí,,NRC EmoLex,media,
alegría,pacífico,,sí,,NRC EmoLex,media,
alegría,Perfecto,,sí,,NRC EmoLex,media,
alegría,perfección,,sí,,NRC EmoLex,media,
alegría,peligro,,sí,,NRC EmoLex,media,
alegría,peligroso,,sí,,NRC EmoLex,media,
alegría,perpetuar,,sí,,NRC EmoLex,media,
alegría,perpetuidad,,sí,,NRC EmoLex,media,
alegría,piquete,,sí,,NRC EmoLex,media,
alegría,picnic,,sí,,NRC EmoLex,media,
alegría,plan,,sí,,NRC EmoLex,media,
alegría,planificación,,sí,,NRC EmoLex,media,
alegría,patio de juegos,,sí,,NRC EmoLex,media,
alegría,petición,,sí,,NRC EmoLex,media,
alegría,agradable,,sí,,NRC EmoLex,media,
alegría,situación,,sí,,NRC EmoLex,media,
alegría,rechoncho,,sí,,NRC EmoLex,media,
alegría,dar un toque,,sí,,NRC EmoLex,media,
alegría,poseer,,sí,,NRC EmoLex,media,
alegría,posibilidad,,sí,,NRC EmoLex,media,
alegría,poderoso,,sí,,NRC EmoLex,media,
alegría,práctica,,sí,,NRC EmoLex,media,
alegría,loable,,sí,,NRC EmoLex,media,
alegría,rezar,,sí,,NRC EmoLex,media,
alegría,precario,,sí,,NRC EmoLex,media,
alegría,precioso,,sí,,NRC EmoLex,media,
alegría,precursor,,sí,,NRC EmoLex,media,
alegría,predecir,,sí,,NRC EmoLex,media,
alegría,predicción,,sí,,NRC EmoLex,media,
alegría,predilección,,sí,,NRC EmoLex,media,
alegría,predisponer,,sí,,NRC EmoLex,media,
alegría,preliminar,,sí,,NRC EmoLex,media,
alegría,preparación,,sí,,NRC EmoLex,media,
alegría,preparatorio,,sí,,NRC EmoLex,media,
alegría,preparar,,sí,,NRC EmoLex,media,
alegría,preparado,,sí,,NRC EmoLex,media,
alegría,preparación,,sí,,NRC EmoLex,media,
alegría,requisito previo,,sí,,NRC EmoLex,media,
alegría,presciente,,sí,,NRC EmoLex,media,
alegría,presente,,sí,,NRC EmoLex,media,
alegría,preservativo,,sí,,NRC EmoLex,media,
alegría,bonita,,sí,,NRC EmoLex,media,
alegría,prevalecer,,sí,,NRC EmoLex,media,
alegría,prevención,,sí,,NRC EmoLex,media,
alegría,sacerdocio,,sí,,NRC EmoLex,media,
alegría,principesco,,sí,,NRC EmoLex,media,
alegría,probabilidad,,sí,,NRC EmoLex,media,
alegría,libertad condicional,,sí,,NRC EmoLex,media,
alegría,proceder,,sí,,NRC EmoLex,media,
alegría,producción,,sí,,NRC EmoLex,media,
alegría,competencia,,sí,,NRC EmoLex,media,
alegría,pronóstico,,sí,,NRC EmoLex,media,
alegría,pronóstico,,sí,,NRC EmoLex,media,
alegría,Progreso,,sí,,NRC EmoLex,media,
alegría,progresión,,sí,,NRC EmoLex,media,
alegría,prólogo,,sí,,NRC EmoLex,media,
alegría,profecía,,sí,,NRC EmoLex,media,
alegría,profeta,,sí,,NRC EmoLex,media,
alegría,profético,,sí,,NRC EmoLex,media,
alegría,profiláctico,,sí,,NRC EmoLex,media,
alegría,prospectivamente,,sí,,NRC EmoLex,media,
alegría,prosperar,,sí,,NRC EmoLex,media,
alegría,orgulloso,,sí,,NRC EmoLex,media,
alegría,Proporcionar,,sí,,NRC EmoLex,media,
alegría,palanca,,sí,,NRC EmoLex,media,
alegría,público,,sí,,NRC EmoLex,media,
alegría,puntual,,sí,,NRC EmoLex,media,
alegría,castigado,,sí,,NRC EmoLex,media,
alegría,batea,,sí,,NRC EmoLex,media,
alegría,cachorro,,sí,,NRC EmoLex,media,
alegría,búsqueda,,sí,,NRC EmoLex,media,
alegría,acelerar,,sí,,NRC EmoLex,media,
alegría,cotizar,,sí,,NRC EmoLex,media,
alegría,rabioso,,sí,,NRC EmoLex,media,
alegría,resplandor,,sí,,NRC EmoLex,media,
alegría,rifa,,sí,,NRC EmoLex,media,
alegría,carril,,sí,,NRC EmoLex,media,
alegría,RAM,,sí,,NRC EmoLex,media,
alegría,rapto,,sí,,NRC EmoLex,media,
alegría,delirante,,sí,,NRC EmoLex,media,
alegría,preparación,,sí,,NRC EmoLex,media,
alegría,Listo,,sí,,NRC EmoLex,media,
alegría,recepción,,sí,,NRC EmoLex,media,
alegría,recipiente,,sí,,NRC EmoLex,media,
alegría,reconocible,,sí,,NRC EmoLex,media,
alegría,recombinación,,sí,,NRC EmoLex,media,
alegría,reconciliación,,sí,,NRC EmoLex,media,
alegría,reconstruir,,sí,,NRC EmoLex,media,
alegría,reconstrucción,,sí,,NRC EmoLex,media,
alegría,recreación,,sí,,NRC EmoLex,media,
alegría,recreativo,,sí,,NRC EmoLex,media,
alegría,recurrente,,sí,,NRC EmoLex,media,
alegría,regata,,sí,,NRC EmoLex,media,
alegría,regularidad,,sí,,NRC EmoLex,media,
alegría,rehabilitación,,sí,,NRC EmoLex,media,
alegría,alegrarse,,sí,,NRC EmoLex,media,
alegría,alegría,,sí,,NRC EmoLex,media,
alegría,reavivar,,sí,,NRC EmoLex,media,
alegría,recurso,,sí,,NRC EmoLex,media,
alegría,renovar,,sí,,NRC EmoLex,media,
alegría,renovación,,sí,,NRC EmoLex,media,
alegría,pagar,,sí,,NRC EmoLex,media,
alegría,representando,,sí,,NRC EmoLex,media,
alegría,rescate,,sí,,NRC EmoLex,media,
alegría,respeto,,sí,,NRC EmoLex,media,
alegría,sensible,,sí,,NRC EmoLex,media,
alegría,inquietud,,sí,,NRC EmoLex,media,
alegría,restaurativo,,sí,,NRC EmoLex,media,
alegría,resultado,,sí,,NRC EmoLex,media,
alegría,resultante,,sí,,NRC EmoLex,media,
alegría,Jubilación,,sí,,NRC EmoLex,media,
alegría,reunión,,sí,,NRC EmoLex,media,
alegría,venganza,,sí,,NRC EmoLex,media,
alegría,reverenciar,,sí,,NRC EmoLex,media,
alegría,renacimiento,,sí,,NRC EmoLex,media,
alegría,reanimar,,sí,,NRC EmoLex,media,
alegría,revolución,,sí,,NRC EmoLex,media,
alegría,premio,,sí,,NRC EmoLex,media,
alegría,cinta,,sí,,NRC EmoLex,media,
alegría,madurar,,sí,,NRC EmoLex,media,
alegría,creciente,,sí,,NRC EmoLex,media,
alegría,riesgo,,sí,,NRC EmoLex,media,
alegría,arriesgado,,sí,,NRC EmoLex,media,
alegría,romance,,sí,,NRC EmoLex,media,
alegría,romántico,,sí,,NRC EmoLex,media,
alegría,ruleta,,sí,,NRC EmoLex,media,
alegría,Smo,,sí,,NRC EmoLex,media,
alegría,santo,,sí,,NRC EmoLex,media,
alegría,salario,,sí,,NRC EmoLex,media,
alegría,saliva,,sí,,NRC EmoLex,media,
alegría,salvación,,sí,,NRC EmoLex,media,
alegría,santificar,,sí,,NRC EmoLex,media,
alegría,santuario,,sí,,NRC EmoLex,media,
alegría,saborear,,sí,,NRC EmoLex,media,
alegría,susto,,sí,,NRC EmoLex,media,
alegría,científico,,sí,,NRC EmoLex,media,
alegría,puntaje,,sí,,NRC EmoLex,media,
alegría,escudriñar,,sí,,NRC EmoLex,media,
alegría,secular,,sí,,NRC EmoLex,media,
alegría,seductor,,sí,,NRC EmoLex,media,
alegría,buscar,,sí,,NRC EmoLex,media,
alegría,sensual,,sí,,NRC EmoLex,media,
alegría,sensualidad,,sí,,NRC EmoLex,media,
alegría,frase,,sí,,NRC EmoLex,media,
alegría,continuación,,sí,,NRC EmoLex,media,
alegría,serenidad,,sí,,NRC EmoLex,media,
alegría,de serie,,sí,,NRC EmoLex,media,
alegría,sexo,,sí,,NRC EmoLex,media,
alegría,encadenar,,sí,,NRC EmoLex,media,
alegría,tembloroso,,sí,,NRC EmoLex,media,
alegría,Cuota,,sí,,NRC EmoLex,media,
alegría,afilar,,sí,,NRC EmoLex,media,
alegría,brillante,,sí,,NRC EmoLex,media,
alegría,Embarcacion,,sí,,NRC EmoLex,media,
alegría,temblar,,sí,,NRC EmoLex,media,
alegría,compras,,sí,,NRC EmoLex,media,
alegría,dentro de poco,,sí,,NRC EmoLex,media,
alegría,significar,,sí,,NRC EmoLex,media,
alegría,hervir a fuego lento,,sí,,NRC EmoLex,media,
alegría,hirviendo,,sí,,NRC EmoLex,media,
alegría,simplificar,,sí,,NRC EmoLex,media,
alegría,cantar,,sí,,NRC EmoLex,media,
alegría,sesgado,,sí,,NRC EmoLex,media,
alegría,furtivo,,sí,,NRC EmoLex,media,
alegría,sonar,,sí,,NRC EmoLex,media,
alegría,brujería,,sí,,NRC EmoLex,media,
alegría,solvencia,,sí,,NRC EmoLex,media,
alegría,spa,,sí,,NRC EmoLex,media,
alegría,brillar,,sí,,NRC EmoLex,media,
alegría,lanza,,sí,,NRC EmoLex,media,
alegría,espectacular,,sí,,NRC EmoLex,media,
alegría,especulativo,,sí,,NRC EmoLex,media,
alegría,espíritu,,sí,,NRC EmoLex,media,
alegría,esplendor,,sí,,NRC EmoLex,media,
alegría,estrella,,sí,,NRC EmoLex,media,
alegría,estrellado,,sí,,NRC EmoLex,media,
alegría,comienzo,,sí,,NRC EmoLex,media,
alegría,cauteloso,,sí,,NRC EmoLex,media,
alegría,libra esterlina,,sí,,NRC EmoLex,media,
alegría,Tienda,,sí,,NRC EmoLex,media,
alegría,estratega,,sí,,NRC EmoLex,media,
alegría,despojado,,sí,,NRC EmoLex,media,
alegría,luchar,,sí,,NRC EmoLex,media,
alegría,enviar,,sí,,NRC EmoLex,media,
alegría,suscribir,,sí,,NRC EmoLex,media,
alegría,triunfar,,sí,,NRC EmoLex,media,
alegría,subsiguiente,,sí,,NRC EmoLex,media,
alegría,éxito,,sí,,NRC EmoLex,media,
alegría,exitoso,,sí,,NRC EmoLex,media,
alegría,sol,,sí,,NRC EmoLex,media,
alegría,reloj de sol,,sí,,NRC EmoLex,media,
alegría,soleado,,sí,,NRC EmoLex,media,
alegría,puesta de sol,,sí,,NRC EmoLex,media,
alegría,supersticioso,,sí,,NRC EmoLex,media,
alegría,supremacía,,sí,,NRC EmoLex,media,
alegría,asombrosamente,,sí,,NRC EmoLex,media,
alegría,rodear,,sí,,NRC EmoLex,media,
alegría,suspenso,,sí,,NRC EmoLex,media,
alegría,sospechoso,,sí,,NRC EmoLex,media,
alegría,dulce,,sí,,NRC EmoLex,media,
alegría,cariño,,sí,,NRC EmoLex,media,
alegría,dulces,,sí,,NRC EmoLex,media,
alegría,nadar,,sí,,NRC EmoLex,media,
alegría,sinfonía,,sí,,NRC EmoLex,media,
alegría,sincronizar,,sí,,NRC EmoLex,media,
alegría,tabular,,sí,,NRC EmoLex,media,
alegría,tentador,,sí,,NRC EmoLex,media,
alegría,fastidiar,,sí,,NRC EmoLex,media,
alegría,tempestad,,sí,,NRC EmoLex,media,
alegría,testamento,,sí,,NRC EmoLex,media,
alegría,teología,,sí,,NRC EmoLex,media,
alegría,teoría,,sí,,NRC EmoLex,media,
alegría,par termoeléctrico,,sí,,NRC EmoLex,media,
alegría,sed,,sí,,NRC EmoLex,media,
alegría,pensamiento,,sí,,NRC EmoLex,media,
alegría,amenazar,,sí,,NRC EmoLex,media,
alegría,emoción,,sí,,NRC EmoLex,media,
alegría,emocionante,,sí,,NRC EmoLex,media,
alegría,prosperando,,sí,,NRC EmoLex,media,
alegría,cosquillas,,sí,,NRC EmoLex,media,
alegría,tiempo,,sí,,NRC EmoLex,media,
alegría,timidez,,sí,,NRC EmoLex,media,
alegría,mañana,,sí,,NRC EmoLex,media,
alegría,parte superior,,sí,,NRC EmoLex,media,
alegría,tortura,,sí,,NRC EmoLex,media,
alegría,imponente,,sí,,NRC EmoLex,media,
alegría,pista,,sí,,NRC EmoLex,media,
alegría,trascendencia,,sí,,NRC EmoLex,media,
alegría,transicional,,sí,,NRC EmoLex,media,
alegría,rueda de andar,,sí,,NRC EmoLex,media,
alegría,tesoro,,sí,,NRC EmoLex,media,
alegría,tratar,,sí,,NRC EmoLex,media,
alegría,árbol,,sí,,NRC EmoLex,media,
alegría,temblor,,sí,,NRC EmoLex,media,
alegría,miedo,,sí,,NRC EmoLex,media,
alegría,tribunal,,sí,,NRC EmoLex,media,
alegría,afluente,,sí,,NRC EmoLex,media,
alegría,triunfo,,sí,,NRC EmoLex,media,
alegría,triunfante,,sí,,NRC EmoLex,media,
alegría,trofeo,,sí,,NRC EmoLex,media,
alegría,centelleo,,sí,,NRC EmoLex,media,
alegría,último,,sí,,NRC EmoLex,media,
alegría,por último,,sí,,NRC EmoLex,media,
alegría,inexplicable,,sí,,NRC EmoLex,media,
alegría,invicto,,sí,,NRC EmoLex,media,
alegría,desenfrenado,,sí,,NRC EmoLex,media,
alegría,incontrolable,,sí,,NRC EmoLex,media,
alegría,indeciso,,sí,,NRC EmoLex,media,
alegría,empresa,,sí,,NRC EmoLex,media,
alegría,no revelado,,sí,,NRC EmoLex,media,
alegría,sin alguna duda,,sí,,NRC EmoLex,media,
alegría,eterno,,sí,,NRC EmoLex,media,
alegría,inquietud,,sí,,NRC EmoLex,media,
alegría,inesperado,,sí,,NRC EmoLex,media,
alegría,inexplicable,,sí,,NRC EmoLex,media,
alegría,desplegar,,sí,,NRC EmoLex,media,
alegría,incumplido,,sí,,NRC EmoLex,media,
alegría,unificación,,sí,,NRC EmoLex,media,
alegría,Universidad,,sí,,NRC EmoLex,media,
alegría,desconocido,,sí,,NRC EmoLex,media,
alegría,inédito,,sí,,NRC EmoLex,media,
alegría,irresoluto,,sí,,NRC EmoLex,media,
alegría,insuperado,,sí,,NRC EmoLex,media,
alegría,incalculable,,sí,,NRC EmoLex,media,
alegría,inconfirmado,,sí,,NRC EmoLex,media,
alegría,cuesta arriba,,sí,,NRC EmoLex,media,
alegría,edificación,,sí,,NRC EmoLex,media,
alegría,levantamiento,,sí,,NRC EmoLex,media,
alegría,urgencia,,sí,,NRC EmoLex,media,
alegría,urgente,,sí,,NRC EmoLex,media,
alegría,utópico,,sí,,NRC EmoLex,media,
alegría,vacaciones,,sí,,NRC EmoLex,media,
alegría,venerable,,sí,,NRC EmoLex,media,
alegría,veracidad,,sí,,NRC EmoLex,media,
alegría,borde,,sí,,NRC EmoLex,media,
alegría,victoria,,sí,,NRC EmoLex,media,
alegría,vigilia,,sí,,NRC EmoLex,media,
alegría,vigilancia,,sí,,NRC EmoLex,media,
alegría,vindicación,,sí,,NRC EmoLex,media,
alegría,virginidad,,sí,,NRC EmoLex,media,
alegría,visión,,sí,,NRC EmoLex,media,
alegría,visionario,,sí,,NRC EmoLex,media,
alegría,visitante,,sí,,NRC EmoLex,media,
alegría,visera,,sí,,NRC EmoLex,media,
alegría,volatilidad,,sí,,NRC EmoLex,media,
alegría,voluntario,,sí,,NRC EmoLex,media,
alegría,voluptuoso,,sí,,NRC EmoLex,media,
alegría,votar,,sí,,NRC EmoLex,media,
alegría,voto,,sí,,NRC EmoLex,media,
alegría,viaje,,sí,,NRC EmoLex,media,
alegría,Espere,,sí,,NRC EmoLex,media,
alegría,advertir,,sí,,NRC EmoLex,media,
alegría,prevenido,,sí,,NRC EmoLex,media,
alegría,reloj,,sí,,NRC EmoLex,media,
alegría,pesar,,sí,,NRC EmoLex,media,
alegría,peso,,sí,,NRC EmoLex,media,
alegría,capricho,,sí,,NRC EmoLex,media,
alegría,desierto,,sí,,NRC EmoLex,media,
alegría,ganador,,sí,,NRC EmoLex,media,
alegría,victorioso,,sí,,NRC EmoLex,media,
alegría,ganancias,,sí,,NRC EmoLex,media,
alegría,inalámbrica,,sí,,NRC EmoLex,media,
alegría,deseoso,,sí,,NRC EmoLex,media,
alegría,resistir a,,sí,,NRC EmoLex,media,
alegría,mago,,sí,,NRC EmoLex,media,
alegría,no,,sí,,NRC EmoLex,media,
alegría,gusano,,sí,,NRC EmoLex,media,
alegría,preocuparse,,sí,,NRC EmoLex,media,
alegría,preocupante,,sí,,NRC EmoLex,media,
alegría,Adoración,,sí,,NRC EmoLex,media,
alegría,anhelo,,sí,,NRC EmoLex,media,
alegría,juventud,,sí,,NRC EmoLex,media,
alegría,celo,,sí,,NRC EmoLex,media,
alegría,ánimo,,sí,,NRC EmoLex,media,
asco,aberración,,sí,,NRC EmoLex,media,
asco,aborrecer,,sí,,NRC EmoLex,media,
asco,aborrecible,,sí,,NRC EmoLex,media,
asco,abyecto,,sí,,NRC EmoLex,media,
asco,anormal,,sí,,NRC EmoLex,media,
asco,abominable,,sí,,NRC EmoLex,media,
asco,abominación,,sí,,NRC EmoLex,media,
asco,aborto,,sí,,NRC EmoLex,media,
asco,abundancia,,sí,,NRC EmoLex,media,
asco,abuso,,sí,,NRC EmoLex,media,
asco,acusación,,sí,,NRC EmoLex,media,
asco,procesable,,sí,,NRC EmoLex,media,
asco,sumador,,sí,,NRC EmoLex,media,
asco,adulterio,,sí,,NRC EmoLex,media,
asco,adverso,,sí,,NRC EmoLex,media,
asco,aflicción,,sí,,NRC EmoLex,media,
asco,afrenta,,sí,,NRC EmoLex,media,
asco,secuelas,,sí,,NRC EmoLex,media,
asco,agravación,,sí,,NRC EmoLex,media,
asco,espantado,,sí,,NRC EmoLex,media,
asco,aires,,sí,,NRC EmoLex,media,
asco,alcoholismo,,sí,,NRC EmoLex,media,
asco,extraterrestre,,sí,,NRC EmoLex,media,
asco,enajenar,,sí,,NRC EmoLex,media,
asco,alienación,,sí,,NRC EmoLex,media,
asco,amoníaco,,sí,,NRC EmoLex,media,
asco,anfetaminas,,sí,,NRC EmoLex,media,
asco,anaconda,,sí,,NRC EmoLex,media,
asco,anatema,,sí,,NRC EmoLex,media,
asco,enfadado,,sí,,NRC EmoLex,media,
asco,animosidad,,sí,,NRC EmoLex,media,
asco,enojarse,,sí,,NRC EmoLex,media,
asco,molestia,,sí,,NRC EmoLex,media,
asco,antagonista,,sí,,NRC EmoLex,media,
asco,ántrax,,sí,,NRC EmoLex,media,
asco,antecristo,,sí,,NRC EmoLex,media,
asco,antipatía,,sí,,NRC EmoLex,media,
asco,antisocial,,sí,,NRC EmoLex,media,
asco,áfido,,sí,,NRC EmoLex,media,
asco,pésimo,,sí,,NRC EmoLex,media,
asco,arrogante,,sí,,NRC EmoLex,media,
asco,arsénico,,sí,,NRC EmoLex,media,
asco,avergonzado,,sí,,NRC EmoLex,media,
asco,Estúpido,,sí,,NRC EmoLex,media,
asco,asimetría,,sí,,NRC EmoLex,media,
asco,atroz,,sí,,NRC EmoLex,media,
asco,atrocidad,,sí,,NRC EmoLex,media,
asco,atrofia,,sí,,NRC EmoLex,media,
asco,agresor,,sí,,NRC EmoLex,media,
asco,autopsia,,sí,,NRC EmoLex,media,
asco,avaricia,,sí,,NRC EmoLex,media,
asco,contrario,,sí,,NRC EmoLex,media,
asco,aversión,,sí,,NRC EmoLex,media,
asco,horrible,,sí,,NRC EmoLex,media,
asco,torpeza,,sí,,NRC EmoLex,media,
asco,babuino,,sí,,NRC EmoLex,media,
asco,hacia atrás,,sí,,NRC EmoLex,media,
asco,bacterias,,sí,,NRC EmoLex,media,
asco,bacteria,,sí,,NRC EmoLex,media,
asco,malo,,sí,,NRC EmoLex,media,
asco,maldad,,sí,,NRC EmoLex,media,
asco,perdición,,sí,,NRC EmoLex,media,
asco,estallido,,sí,,NRC EmoLex,media,
asco,desterrar,,sí,,NRC EmoLex,media,
asco,destierro,,sí,,NRC EmoLex,media,
asco,bancarrota,,sí,,NRC EmoLex,media,
asco,alma en pena,,sí,,NRC EmoLex,media,
asco,bárbaro,,sí,,NRC EmoLex,media,
asco,vomitar,,sí,,NRC EmoLex,media,
asco,carretilla,,sí,,NRC EmoLex,media,
asco,bastardo,,sí,,NRC EmoLex,media,
asco,bestial,,sí,,NRC EmoLex,media,
asco,empequeñecer,,sí,,NRC EmoLex,media,
asco,bestial,,sí,,NRC EmoLex,media,
asco,traicionar,,sí,,NRC EmoLex,media,
asco,traición,,sí,,NRC EmoLex,media,
asco,dimes y diretes,,sí,,NRC EmoLex,media,
asco,fanático,,sí,,NRC EmoLex,media,
asco,fanático,,sí,,NRC EmoLex,media,
asco,bilis,,sí,,NRC EmoLex,media,
asco,abedul,,sí,,NRC EmoLex,media,
asco,perra,,sí,,NRC EmoLex,media,
asco,amargamente,,sí,,NRC EmoLex,media,
asco,amargura,,sí,,NRC EmoLex,media,
asco,culpa,,sí,,NRC EmoLex,media,
asco,blasfemo,,sí,,NRC EmoLex,media,
asco,evidente,,sí,,NRC EmoLex,media,
asco,sangrado,,sí,,NRC EmoLex,media,
asco,defecto,,sí,,NRC EmoLex,media,
asco,plaga,,sí,,NRC EmoLex,media,
asco,arruinado,,sí,,NRC EmoLex,media,
asco,ampolla,,sí,,NRC EmoLex,media,
asco,hinchado,,sí,,NRC EmoLex,media,
asco,gota,,sí,,NRC EmoLex,media,
asco,matanza,,sí,,NRC EmoLex,media,
asco,sanguinario,,sí,,NRC EmoLex,media,
asco,sangriento,,sí,,NRC EmoLex,media,
asco,torpeza,,sí,,NRC EmoLex,media,
asco,FALSO,,sí,,NRC EmoLex,media,
asco,hervir,,sí,,NRC EmoLex,media,
asco,bombardeado,,sí,,NRC EmoLex,media,
asco,bovino,,sí,,NRC EmoLex,media,
asco,intestinos,,sí,,NRC EmoLex,media,
asco,salvado,,sí,,NRC EmoLex,media,
asco,pelearse,,sí,,NRC EmoLex,media,
asco,soborno,,sí,,NRC EmoLex,media,
asco,burdel,,sí,,NRC EmoLex,media,
asco,insecto,,sí,,NRC EmoLex,media,
asco,culo,,sí,,NRC EmoLex,media,
asco,gorrón,,sí,,NRC EmoLex,media,
asco,burócrata,,sí,,NRC EmoLex,media,
asco,ladrón,,sí,,NRC EmoLex,media,
asco,Burke,,sí,,NRC EmoLex,media,
asco,quemado,,sí,,NRC EmoLex,media,
asco,carnicero,,sí,,NRC EmoLex,media,
asco,cacofonía,,sí,,NRC EmoLex,media,
asco,canalla,,sí,,NRC EmoLex,media,
asco,cadáver,,sí,,NRC EmoLex,media,
asco,calloso,,sí,,NRC EmoLex,media,
asco,cáncer,,sí,,NRC EmoLex,media,
asco,llaga gangrenosa,,sí,,NRC EmoLex,media,
asco,caníbal,,sí,,NRC EmoLex,media,
asco,canibalismo,,sí,,NRC EmoLex,media,
asco,cuerpo,,sí,,NRC EmoLex,media,
asco,descuido,,sí,,NRC EmoLex,media,
asco,caries,,sí,,NRC EmoLex,media,
asco,carnicería,,sí,,NRC EmoLex,media,
asco,catástrofe,,sí,,NRC EmoLex,media,
asco,catecismo,,sí,,NRC EmoLex,media,
asco,celebridad,,sí,,NRC EmoLex,media,
asco,censurar,,sí,,NRC EmoLex,media,
asco,impuesto,,sí,,NRC EmoLex,media,
asco,disgusto,,sí,,NRC EmoLex,media,
asco,hacer trampa,,sí,,NRC EmoLex,media,
asco,cólera,,sí,,NRC EmoLex,media,
asco,demandante,,sí,,NRC EmoLex,media,
asco,clamor,,sí,,NRC EmoLex,media,
asco,torpe,,sí,,NRC EmoLex,media,
asco,obligar,,sí,,NRC EmoLex,media,
asco,coerción,,sí,,NRC EmoLex,media,
asco,frialdad,,sí,,NRC EmoLex,media,
asco,colapsar,,sí,,NRC EmoLex,media,
asco,colusión,,sí,,NRC EmoLex,media,
asco,compost,,sí,,NRC EmoLex,media,
asco,condenación,,sí,,NRC EmoLex,media,
asco,condescendencia,,sí,,NRC EmoLex,media,
asco,confinado,,sí,,NRC EmoLex,media,
asco,congreso,,sí,,NRC EmoLex,media,
asco,conspirador,,sí,,NRC EmoLex,media,
asco,estreñimiento,,sí,,NRC EmoLex,media,
asco,contagio,,sí,,NRC EmoLex,media,
asco,contagioso,,sí,,NRC EmoLex,media,
asco,contaminar,,sí,,NRC EmoLex,media,
asco,contaminado,,sí,,NRC EmoLex,media,
asco,contaminación,,sí,,NRC EmoLex,media,
asco,desprecio,,sí,,NRC EmoLex,media,
asco,despreciable,,sí,,NRC EmoLex,media,
asco,contencioso,,sí,,NRC EmoLex,media,
